STATION,NAME,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,DATE_healdsburg,PRCP_healdsburg,TOBS_healdsburg,,,,,,,,,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES
USC00049124,"UKIAH 4 WSW, CA US",1/25/1980,,,,,0,",,0,0800",1/25/1980,0.5,7.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",1/26/1980,,,,,0,",,0,0800",1/26/1980,0.3,8.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",1/27/1980,,,,,0,",,0,0800",1/27/1980,0,8.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",1/28/1980,,,,,0,",,0,0800",1/28/1980,0,7.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",1/29/1980,,,,,0,",,0,0800",1/29/1980,0,6.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",1/30/1980,,,,,0,",,0,0800",1/30/1980,0,10.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",1/31/1980,,,,,0,",,0,0800",1/31/1980,0,10.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/1/1980,,,,,0,",,0,0800",2/1/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/2/1980,,,,,0,",,0,0800",2/2/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/3/1980,,,,,8.4,",,0,0800",2/3/1980,1.8,15,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/4/1980,,,,,2,",,0,0800",2/4/1980,0,13.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/5/1980,,,,,0,",,0,0800",2/5/1980,0,13.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/6/1980,,,,,2,",,0,0800",2/6/1980,1,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/7/1980,,,,,0,",,0,0800",2/7/1980,0,15.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/8/1980,,,,,0,",,0,0800",2/8/1980,0,13.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/9/1980,,,,,0,",,0,0800",2/9/1980,0,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/10/1980,,,,,0,",,0,0800",2/10/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/11/1980,,,,,0,",,0,0800",2/11/1980,0,12.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/12/1980,,,,,0,",,0,0800",2/12/1980,0,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/13/1980,,,,,0,",,0,0800",2/13/1980,0,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/14/1980,,,,,0,",,0,0800",2/14/1980,0.8,11.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/15/1980,,,,,6.6,",,0,0800",2/15/1980,23.1,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/16/1980,,,,,13.7,",,0,0800",2/16/1980,51.8,13.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/17/1980,,,,,45.7,",,0,0800",2/17/1980,81.3,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/18/1980,,,,,77.5,",,0,0800",2/18/1980,25.7,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/19/1980,,,,,37.1,",,0,0800",2/19/1980,63.5,13.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/20/1980,,,,,6.6,",,0,0800",2/20/1980,13.5,10.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/21/1980,,,,,36.1,",,0,0800",2/21/1980,26.2,15,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/22/1980,,,,,16.8,",,0,0800",2/22/1980,31.8,13.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/23/1980,,,,,0.8,",,0,0800",2/23/1980,0,12.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/24/1980,,,,,0,",,0,0800",2/24/1980,9.4,13.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/25/1980,,,,,4.1,",,0,0800",2/25/1980,4.6,16.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/26/1980,,,,,0.3,",,0,0800",2/26/1980,0,17.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/27/1980,,,,,1.3,",,0,0800",2/27/1980,25.4,11.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/28/1980,,,,,43.2,",,0,0800",2/28/1980,11.4,13.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",2/29/1980,,,,,1.5,",,0,0800",2/29/1980,0,16.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/1/1980,,,,,0,",,0,0800",3/1/1980,0,13.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/2/1980,,,,,7.6,",,0,0800",3/2/1980,7.6,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/3/1980,,,,,7.1,",,0,0800",3/3/1980,3,13.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/4/1980,,,,,9.9,",,0,0800",3/4/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/5/1980,,,,,31.2,",,0,0800",3/5/1980,25.7,10,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/6/1980,,,,,6.1,",,0,0800",3/6/1980,0.8,10.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/7/1980,,,,,0.8,",,0,0800",3/7/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/8/1980,,,,,0,",,0,0800",3/8/1980,0,16.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/9/1980,,,,,0,",,0,0800",3/9/1980,0,18.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/10/1980,,,,,0,",,0,0800",3/10/1980,0,18.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/11/1980,,,,,1.3,",,0,0800",3/11/1980,0,12.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/12/1980,,,,,0,",,0,0800",3/12/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/13/1980,,,,,1.3,",,0,0800",3/13/1980,0,11.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/14/1980,,,,,6.6,",,0,0800",3/14/1980,5.6,13.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/15/1980,,,,,12.4,",,0,0800",3/15/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/16/1980,,,,,0,",,0,0800",3/16/1980,0,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/17/1980,,,,,0,",,0,0800",3/17/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/18/1980,,,,,2.5,",,0,0800",3/18/1980,0,11.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/19/1980,,,,,0,",,0,0800",3/19/1980,0,20,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/20/1980,,,,,1.5,",,0,0800",3/20/1980,0,12.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/21/1980,,,,,1.8,",,0,0800",3/21/1980,0,15.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/22/1980,,,,,0,",,0,0800",3/22/1980,0,22.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/23/1980,,,,,0,",,0,0800",3/23/1980,0,21.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/24/1980,,,,,0,",,0,0800",3/24/1980,0,15.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/25/1980,,,,,5.6,",,0,0800",3/25/1980,2.8,13.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/26/1980,,,,,2.8,",,0,0800",3/26/1980,0,15,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/27/1980,,,,,0,",,0,0800",3/27/1980,0,15.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/28/1980,,,,,0,",,0,0800",3/28/1980,0,22.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/29/1980,,,,,0,",,0,0800",3/29/1980,0,20.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/30/1980,,,,,0,",,0,0800",3/30/1980,0,17.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",3/31/1980,,,,,0,",,0,0800",3/31/1980,0,13.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/1/1980,,,,,0,",,0,0800",4/1/1980,0,15.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/2/1980,,,,,0,",,0,0800",4/2/1980,0,15,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/3/1980,,,,,0,",,0,0800",4/3/1980,0.8,10,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/4/1980,,,,,7.4,",,0,0800",4/4/1980,23.9,11.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/5/1980,,,,,38.4,",,0,0800",4/5/1980,22.9,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/6/1980,,,,,11.4,",,0,0800",4/6/1980,4.3,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/7/1980,,,,,1.3,",,0,0800",4/7/1980,0,17.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/8/1980,,,,,0,",,0,0800",4/8/1980,0,17.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/9/1980,,,,,6.9,",,0,0800",4/9/1980,2.8,17.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/10/1980,,,,,0,",,0,0800",4/10/1980,0,22.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/11/1980,,,,,0,",,0,0800",4/11/1980,0,25.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/12/1980,,,,,0,",,0,0800",4/12/1980,0,23.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/13/1980,,,,,0,",,0,0800",4/13/1980,0,16.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/14/1980,,,,,0.5,",,0,0800",4/14/1980,0,17.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/15/1980,,,,,0,",,0,0800",4/15/1980,0,22.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/16/1980,,,,,0,",,0,0800",4/16/1980,0,24.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/17/1980,,,,,0,",,0,0800",4/17/1980,0,16.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/18/1980,,,,,0,",,0,0800",4/18/1980,0,21.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/19/1980,,,,,0,",,0,0800",4/19/1980,0,21.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/20/1980,,,,,2.5,",,0,0800",4/20/1980,21.1,11.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/21/1980,,,,,21.6,",,0,0800",4/21/1980,1,11.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/22/1980,,,,,9.7,",,0,0800",4/22/1980,1,15,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/23/1980,,,,,0,",,0,0800",4/23/1980,0,19.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/24/1980,,,,,0,",,0,0800",4/24/1980,0,18.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/25/1980,,,,,0,",,0,0800",4/25/1980,0,18.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/26/1980,,,,,0,",,0,0800",4/26/1980,0,20,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/27/1980,,,,,0,",,0,0800",4/27/1980,0,22.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/28/1980,,,,,0,",,0,0800",4/28/1980,0,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/29/1980,,,,,0,",,0,0800",4/29/1980,0,21.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",4/30/1980,,,,,0,",,0,0800",4/30/1980,0,17.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/1/1980,,,,,0,",,0,0800",5/1/1980,0,21.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/2/1980,,,,,0,",,0,0800",5/2/1980,0,17.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/3/1980,,,,,0,",,0,0800",5/3/1980,0,17.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/4/1980,,,,,0,",,0,0800",5/4/1980,0,18.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/5/1980,,,,,0,",,0,0800",5/5/1980,0,20.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/6/1980,,,,,0,",,0,0800",5/6/1980,0,20.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/7/1980,,,,,0,",,0,0800",5/7/1980,0,21.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/8/1980,,,,,0,",,0,0800",5/8/1980,0,16.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/9/1980,,,,,6.1,",,0,0800",5/9/1980,8.4,14.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/10/1980,,,,,17.3,",,0,0800",5/10/1980,0.5,16.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/11/1980,,,,,0.5,",,0,0800",5/11/1980,0,16.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/12/1980,,,,,0,",,0,0800",5/12/1980,0,17.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/13/1980,,,,,4.8,",,0,0800",5/13/1980,0,18.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/14/1980,,,,,0,",,0,0800",5/14/1980,0,19.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/15/1980,,,,,0,",,0,0800",5/15/1980,0,23.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/16/1980,,,,,0,",,0,0800",5/16/1980,0,25.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/17/1980,,,,,0,",,0,0800",5/17/1980,0,26.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/18/1980,,,,,0,",,0,0800",5/18/1980,0,23.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/19/1980,,,,,0,",,0,0800",5/19/1980,0,26.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/20/1980,,,,,0,",,0,0800",5/20/1980,0,27.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/21/1980,,,,,0,",,0,0800",5/21/1980,0,23.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/22/1980,,,,,0,",,0,0800",5/22/1980,0,20.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/23/1980,,,,,0,",,0,0800",5/23/1980,0,15,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/24/1980,,,,,0,",,0,0800",5/24/1980,0,16.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/25/1980,,,,,0,",,0,0800",5/25/1980,0.3,18.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/26/1980,,,,,0,",,0,0800",5/26/1980,0,17.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/27/1980,,,,,0,",,0,0800",5/27/1980,0,18.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/28/1980,,,,,0,",,0,0800",5/28/1980,0,15.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/29/1980,,,,,0,",,0,0800",5/29/1980,0,22.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/30/1980,,,,,0,",,0,0800",5/30/1980,0,16.1,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",5/31/1980,,,,,0,",,0,0800",5/31/1980,0,20,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/1/1980,,,,,0,",,0,0800",6/1/1980,0,22.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/2/1980,,,,,0,",,0,0800",6/2/1980,0,19.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/3/1980,,,,,0,",,0,0800",6/3/1980,0,18.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/4/1980,,,,,6.4,",,0,0800",6/4/1980,6.9,17.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/5/1980,,,,,4.1,",,0,0800",6/5/1980,0,18.9,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/6/1980,,,,,0,",,0,0800",6/6/1980,0,18.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/7/1980,,,,,0,",,0,0800",6/7/1980,0,22.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/8/1980,,,,,0,",,0,0800",6/8/1980,0,24.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/9/1980,,,,,0,",,0,0800",6/9/1980,0,28.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/10/1980,,,,,0,",,0,0800",6/10/1980,0,24.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/11/1980,,,,,0,",,0,0800",6/11/1980,0,20,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/12/1980,,,,,0,",,0,0800",6/12/1980,0,20.6,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/13/1980,,,,,0,",,0,0800",6/13/1980,0,22.8,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/14/1980,,,,,0,",,0,0800",6/14/1980,0,26.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/15/1980,,,,,0,",,0,0800",6/15/1980,0,30,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/16/1980,,,,,0,",,0,0800",6/16/1980,0,29.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/17/1980,,,,,0,",,0,0800",6/17/1980,0,30,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/18/1980,,,,,0,",,0,0800",6/18/1980,0,23.3,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/19/1980,,,,,0,",,0,0800",6/19/1980,0,22.2,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/20/1980,,,,,0,",,0,0800",6/20/1980,0,26.7,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/21/1980,,,,,0,",,0,0800",6/21/1980,0,24.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/22/1980,,,,,0,",,0,0800",6/22/1980,0,24.4,,,,,,,,,0,",,0",0,",,0"
USC00049124,"UKIAH 4 WSW, CA US",6/23/1980,,,,,0,",,0,0800",6/23/1980,0,24.4,,,,,,,,,0,",,0",0,",,0"
